Timestamp,"Considerando sua última experiência com essas características, ela foi Obrigatória ou Opcional?",Qual é a sua idade?,Com qual gênero você se identifica?,Em que Estado você reside? ,Qual é o seu mais alto grau de instrução?,Qual seu tempo total de experiência na engenharia de software?,Qual das alternativas abaixo descreve seu nível profissional atual?,Quantos funcionários a empresa possui? ,Qual é a sua principal área de atuação na engenharia de software no momento? , [Entendi como o experiência de aprendizado se conectou com os objetivos da empresa.]," [Tive o apoio e os recursos necessários (tempo, tecnologia, suporte) da empresa para realizar esta experiência de aprendizado.]", [O conteúdo da experiência de aprendizado atendeu às necessidades da minha função.], [O conteúdo da experiência de aprendizado foi adaptado ao meu nível de experiência.], [Minha opinião foi considerada na criação da experiência de aprendizado que participei.]," [A carga horária desta experiência de aprendizado prejudicou meu tempo pessoal (descanso, vida social).]", [A experiência de aprendizado foi importante para me manter competitivo(a) no mercado.], [O que aprendi na experiência de aprendizado me motivou a buscar novos conhecimentos.], [A liderança da minha área incentivou ativamente minha participação na experiência de aprendizado.], [Tive tempo suficiente durante o expediente para participar da experiência de aprendizado e estudar.], [Participei desta experiência de aprendizado mais por obrigação do que por interesse no conteúdo.]," [A empresa ofereceu incentivos claros para a participação nesta experiência de aprendizado (ex: bônus, folgas, ressarcimento de custos, pontuação em avaliação de desempenho).]"," [A empresa costuma reconhecer os funcionários que se desenvolvem e concluem treinamentos (ex: através de certificados, elogios públicos, comunicados).]", [A experiência de aprendizado que participei foi bem organizado e estruturado.], [Os materiais que recebi para a experiência de aprendizado foram úteis.], [O ambiente da experiência de aprendizado (físico ou virtual) foi adequado para o aprendizado.], [A explicação do instrutor foi clara e fácil de entender.], [A atuação do instrutor foi fundamental para o meu aprendizado e motivação.], [As atividades durante a experiência de aprendizado foram interessantes e variadas.], [A experiência de aprendizado continha uma parte relevante dedicada ao desenvolvimento de soft skills (habilidades comportamentais).], [Fiquei satisfeito(a) com a qualidade da experiência de aprendizado que participei.], [A experiência de aprendizado me ajudou a desenvolver meu raciocínio para resolver problemas.], [Aplicar o que aprendi na experiência de aprendizado melhorou meu desempenho.], [Consigo aplicar no meu trabalho o que aprendi na experiência de aprendizado.], [O que aprendi na experiência de aprendizado me deu mais autonomia no trabalho.], [O suporte da minha liderança foi um incentivo para eu aplicar o que aprendi.], [A experiência de aprendizado que realizei abriu oportunidades de crescimento na empresa (promoção ou aumento salarial).],Qual foi a experiência de aprendizado mais útil que você já fez? Por quê?,"Se você pudesse sugerir uma melhoria nos processos de aprendizado, qual seria?",Column 39,Soube quem na sua empresa foi o responsável por organizar a experiência de aprendizado.,"Exite alguma coisa que vocês gostaria de comentar e não teve oportuni-
dade sobre o tema?"
10/14/2025 13:14:39,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",35,Masculino,São Paulo (SP),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,"Oportunidade de gravar cursos na área, auxiliar quem está começando, passar o conhecimento ajuda a fixar ainda mais",Possibilidade de fazer remoto como é o formato de trabalho,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/14/2025 13:26:34,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",28,Feminino,Bahia (BA),Ensino Superior completo,Entre 1 e 2 anos.,Júnior,100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Concordo,Discordo,Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Neutro,Discordo,Discordo,Discordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Neutro,Neutro,Discordo,Concordo,Neutro,Neutro,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo,Discordo totalmente,Discordo totalmente,"Um curso de C# patrocinado pela empresa. O conteúdo era muito util e prático, daria tempo de estudar, mas o professor era louco e infelizmente o curso se provou pouco útil ","Professores dispostos a ensinar. Ensinar leva tempo, dê tempo ao professor preparar material e aulas. Muitas vezes o professor é sobrecarregado ",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/14/2025 16:56:50,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",27,Feminino,Santa Catarina (SC),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 5 e 6 anos.,Pleno,100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo,Concordo totalmente,Concordo,Concordo,Neutro,Discordo totalmente,Neutro,Concordo,Concordo totalmente,Concordo,Concordo,Discordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Concordo,Concordo,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo totalmente,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/14/2025 18:57:43,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",43,Masculino,São Paulo (SP),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Arquitetura,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo totalmente,Concordo,Discordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Custeamento e treinamento profissional para certificação e voucher para certificação ,Algo que e pouco valorizado mas e de extremo valor para um processo de aprendizagem são livros e guias de referências ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/14/2025 20:00:18,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",28,Masculino,São Paulo (SP),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 5 e 6 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Discordo,Discordo,Neutro,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/14/2025 20:30:58,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",31,Masculino,São Paulo (SP),Ensino Superior completo,Mais de 8 anos.,Gerente (Foco em pessoas),Prefiro não responder,Gestão de Pessoas / Projetos,Concordo,Concordo,Concordo,Discordo,Neutro,Discordo,Concordo,Concordo,Neutro,Neutro,Discordo totalmente,Discordo totalmente,Discordo,Neutro,Concordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Neutro,Concordo,Concordo totalmente,Neutro,Discordo,Neutro,"Faculdade. Acredito que ela não seja obrigatória para o desenvolvimento do professional, mas quando a ementa é bem estrutura, ela auxilia muito o desenvolvimento academia e profissional da pessoa. Além de ser uma aprendizagem muitas das vezes mais genérica dentro de uma área, ela permite com que o aluno possa se especializar, se houver tempo ou interesse. Por fim, vale mencionar o modelo de aprendizado, as vezes, em conjunto e permite com que a pessoa possa compartilhar ideias, criar uma rede de relacionamento profissional e experimentar áreas sem de fato se profissionalizar. 

No meu caso por ser bolsista, acredito que o onus do custo tenha sido ainda mais um diferencial.","Utilizar alguma metodologia de aprendizado, técnica de revisão espaçada e também ter pequenos objetivos para incentivar a pessoa no processo de aprendizagem",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/14/2025 20:52:18,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",25,Masculino,Santa Catarina (SC),Ensino Superior completo,Prefiro não responder,Júnior,100 ou mais funcionários (Grande empresa),DevOps,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,"Certificações Microsoft, para conhecimento pessoal e evolução corporativa",Neutro,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/15/2025 7:59:39,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",39,Masculino,Rio Grande do Sul (RS),Ensino Superior completo,Prefiro não responder,Sênior,100 ou mais funcionários (Grande empresa),DevOps,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Neutro,Discordo totalmente,Neutro,Neutro,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo,Neutro,Concordo,Concordo,Concordo,Discordo,"Treinamentos TFTEC, variados, sempre com foco em Microsoft Azure.",Mais laboratórios práticos.,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/15/2025 9:01:27,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",44,Feminino,São Paulo (SP),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,"Mba gestão de projetos, porque abriu meus horizontes ",Subsidio,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/15/2025 11:07:30,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",37,Masculino,Rio de Janeiro (RJ),Ensino Superior incompleto,Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/15/2025 12:59:25,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",38,Masculino,Santa Catarina (SC),Ensino Superior incompleto,Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),DevOps,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Neutro,Concordo totalmente,Discordo totalmente,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Neutro,"Foram várias ao longo dos mais de 10 anos que já tenho na área, mas creio que as recentes de desenvolvimento de habilidades de liderança foram as mais úteis, uma vez que é uma área na qual eu tinha mais dificuldades.","Não tenho uma melhoria, mas considero fundamental a reserva e dedicação de tempo durante o horário de trabalho para que as pessoas se dediquem ao desenvolvimento e aprendizado, tanto quanto a autonomia para encontrar a melhor forma que funciona para cada um, aliada a orientações que propiciem que as pessoas pratiquem no dia a dia",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/15/2025 13:43:36,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",45,Masculino,Distrito Federal (DF),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,"Ao longo da minha trajetória na Engenharia de Software, tive a oportunidade de vivenciar uma série de experiências que moldaram minha formação técnica, minha postura profissional e minha capacidade de resolver problemas complexos. Essas vivências foram fundamentais para consolidar meu aprendizado e me preparar para os desafios do mercado.
","Desenvolvimento de habilidades multidisciplinares: Projetos exigem não só codificação, mas também comunicação, gestão de tempo, documentação e testes — habilidades essenciais no mercado.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/15/2025 13:49:58,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",40,Masculino,Distrito Federal (DF),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo,Concordo,Neutro,Concordo,Neutro,Discordo,Concordo,Concordo,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,Neutro,Concordo,Neutro,Discordo,Neutro,Concordo,Neutro,Concordo,Neutro,Neutro,Neutro,Neutro,Discordo,"
Trabalhar no Jornal de Brasília, com sistemas de alta disponibilidade, e em projetos de endestésios, com foco em segurança e compliance, foram experiências que mais impactaram minha carreira. Aprendi a importância de projetar sistemas resilientes, seguros e escaláveis, reforçando meu olhar para qualidade, automação e arquitetura sustentável.","
Eu sugeriria integrar o aprendizado à rotina, com trocas regulares, mentorias e estudos de caso reais. Assim, o conhecimento não ficaria restrito a treinamentos pontuais, mas se tornaria parte do dia a dia dos ",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/15/2025 14:18:02,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",31,Masculino,Distrito Federal (DF),Ensino Superior completo,Entre 5 e 6 anos.,Sênior,100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Concordo totalmente,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo,Neutro,Neutro,Discordo,Neutro,Neutro,Concordo,Concordo,Concordo totalmente,Concordo,Neutro,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Neutro,Um curso focado em toda a esteira de desenvolvimento e deploy da minha empresa. Foi muito importante para o meu dia a dia e me agregou muitos conhecimentos como profissional individualmente.,Processos de aprendizado mais focados em ganhos do nosso dia a dia,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/15/2025 15:08:29,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",37,Masculino,Paraná (PR),Ensino Superior completo,Mais de 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Discordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,"Automação com K6, pois além de testes de software backend ele permite integração com banco de dados e mensagerias",Mais matérias em português ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/15/2025 15:27:45,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",21,Masculino,São Paulo (SP),Ensino Superior incompleto,Entre 5 e 6 anos.,Pleno,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Discordo,Concordo totalmente,Discordo totalmente,Discordo,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Discordo totalmente,Discordo totalmente,"Uso da AWS com um consultor, pois me permitiu explorar e avançar em conteúdos de programação em Nuvem o que é algo que eu mexo muito atualmente.",A Existência de incentivo maior por parte da empresa,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
10/15/2025 15:44:16,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",25,Masculino,Ceará (CE),Ensino Superior completo,Entre 7 e 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,curso de aws(Principalmente pelo inicio no qual cloud estava tendo avanço poder entender isso ajudou muito minha carreira),sempre ir de mente aberta e aprender tudo que puder,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
10/15/2025 20:43:52,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",29,Masculino,Ceará (CE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 3 e 4 anos.,Júnior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Neutro,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,"Cursos sobre assuntos específicos, pois eles ajudam no dia a dia no trabalho",,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
